日期,AQI,质量等级,PM2.5,PM10,NO2,SO2,CO,O3,IAQI_PM25,IAQI_PM10,IAQI_O3,IAQI_NO2,IAQI_SO2,IAQI_CO,首要污染物
2025-11-12,62,良,45.0,67.0,28.0,8.0,0.61,27.0,62.5,58.5,27.0,35.0,8.0,15.25,PM2.5
2025-11-13,57,良,37.0,64.0,28.0,5.0,0.6,32.0,52.5,57.0,32.0,35.0,5.0,15.0,PM10
2025-11-14,64,良,46.0,75.0,34.0,7.0,0.8,13.0,63.75,62.5,13.0,42.5,7.0,20.0,PM2.5
2025-11-15,59,良,42.0,60.0,24.0,5.0,0.77,26.0,58.75,55.0,26.0,30.0,5.0,19.25,PM2.5
2025-11-16,52,良,34.0,54.0,24.0,4.0,0.68,16.0,48.57142857142857,52.0,16.0,30.0,4.0,17.0,PM10
2025-11-17,28,优,7.0,15.0,10.0,3.0,0.32,51.0,10.0,15.0,51.0,12.5,3.0,8.0,O3
2025-11-18,32,优,17.0,28.0,12.0,6.0,0.35,53.0,24.285714285714285,28.0,53.0,15.0,6.0,8.75,O3
2025-11-19,43,优,30.0,40.0,24.0,6.0,0.57,28.0,42.857142857142854,40.0,28.0,30.0,6.0,14.249999999999998,无（优）
2025-11-20,66,良,48.0,64.0,29.0,8.0,0.83,29.0,66.25,57.0,29.0,36.25,8.0,20.75,PM2.5
2025-11-21,69,良,50.0,68.0,32.0,8.0,0.89,29.0,68.75,59.0,29.0,40.0,8.0,22.25,PM2.5
2025-11-22,80,良,59.0,79.0,33.0,12.0,1.15,26.0,80.0,64.5,26.0,41.25,12.0,28.749999999999996,PM2.5
2025-11-23,55,良,39.0,58.0,29.0,8.0,0.97,31.0,55.0,54.0,31.0,36.25,8.0,24.25,PM2.5
2025-11-24,56,良,28.0,63.0,21.0,6.0,0.64,43.0,40.0,56.5,43.0,26.25,6.0,16.0,PM10
2025-11-25,59,良,42.0,66.0,27.0,7.0,0.74,33.0,58.75,58.0,33.0,33.75,7.0,18.5,PM2.5
2025-11-26,74,良,54.0,82.0,29.0,7.0,0.93,36.0,73.75,66.0,36.0,36.25,7.0,23.25,PM2.5
2025-11-27,94,良,55.0,139.0,32.0,7.0,0.91,31.0,75.0,94.5,31.0,40.0,7.0,22.75,PM10
2025-11-28,91,良,68.0,122.0,32.0,7.0,1.0,33.0,91.25,86.0,33.0,40.0,7.0,25.0,PM2.5
2025-11-29,96,良,72.0,103.0,31.0,6.0,1.04,38.0,96.25,76.5,38.0,38.75,6.0,26.0,PM2.5
2025-11-30,102,轻度污染,77.0,98.0,34.0,8.0,1.2,34.0,102.5,74.0,34.0,42.5,8.0,30.0,PM2.5
2025-12-01,94,良,70.0,90.0,34.0,9.0,1.15,28.0,93.75,70.0,28.0,42.5,9.0,28.749999999999996,PM2.5
2025-12-02,124,轻度污染,94.0,114.0,36.0,7.0,1.34,10.0,123.75,82.0,10.0,45.0,7.0,33.5,PM2.5
2025-12-03,118,轻度污染,89.0,108.0,35.0,6.0,1.33,10.0,117.5,79.0,10.0,43.75,6.0,33.25,PM2.5
2025-12-04,102,轻度污染,77.0,101.0,34.0,6.0,1.15,30.0,102.5,75.5,30.0,42.5,6.0,28.749999999999996,PM2.5
2025-12-05,82,良,61.0,82.0,35.0,6.0,0.93,32.0,82.5,66.0,32.0,43.75,6.0,23.25,PM2.5
2025-12-06,98,良,73.0,96.0,36.0,6.0,1.18,25.0,97.5,73.0,25.0,45.0,6.0,29.5,PM2.5
2025-12-07,118,轻度污染,89.0,110.0,39.0,6.0,1.43,30.0,117.5,80.0,30.0,48.75,6.0,35.75,PM2.5
2025-12-08,109,轻度污染,82.0,99.0,42.0,6.0,1.28,17.0,108.75,74.5,17.0,52.5,6.0,32.0,PM2.5
2025-12-09,129,轻度污染,98.0,123.0,43.0,9.0,1.5,24.0,128.75,86.5,24.0,53.75,9.0,37.5,PM2.5
2025-12-10,99,良,74.0,98.0,38.0,6.0,1.18,29.0,98.75,74.0,29.0,47.5,6.0,29.5,PM2.5
2025-12-11,101,轻度污染,76.0,93.0,38.0,9.0,1.18,19.0,101.25,71.5,19.0,47.5,9.0,29.5,PM2.5
2025-12-12,95,良,71.0,90.0,24.0,5.0,0.86,55.0,95.0,70.0,55.0,30.0,5.0,21.5,PM2.5
2025-12-13,69,良,25.0,88.0,17.0,5.0,0.37,58.0,35.714285714285715,69.0,58.0,21.25,5.0,9.25,PM10
2025-12-14,66,良,39.0,83.0,27.0,5.0,0.61,31.0,55.0,66.5,31.0,33.75,5.0,15.25,PM10
2025-12-15,78,良,57.0,94.0,36.0,6.0,1.13,29.0,77.5,72.0,29.0,45.0,6.0,28.249999999999996,PM2.5
2025-12-16,76,良,56.0,78.0,33.0,5.0,1.11,25.0,76.25,64.0,25.0,41.25,5.0,27.750000000000004,PM2.5
2025-12-17,79,良,58.0,80.0,34.0,5.0,1.08,26.0,78.75,65.0,26.0,42.5,5.0,27.0,PM2.5
2025-12-18,96,良,72.0,91.0,34.0,5.0,1.17,26.0,96.25,70.5,26.0,42.5,5.0,29.25,PM2.5
2025-12-19,99,良,74.0,94.0,32.0,4.0,1.15,19.0,98.75,72.0,19.0,40.0,4.0,28.749999999999996,PM2.5
2025-12-20,84,良,62.0,88.0,29.0,4.0,1.02,26.0,83.75,69.0,26.0,36.25,4.0,25.5,PM2.5
2025-12-21,38,优,22.0,38.0,16.0,4.0,0.46,46.0,31.428571428571427,38.0,46.0,20.0,4.0,11.5,无（优）
2025-12-22,41,优,29.0,38.0,18.0,4.0,0.59,26.0,41.42857142857143,38.0,26.0,22.5,4.0,14.75,无（优）
2025-12-23,47,优,33.0,47.0,24.0,4.0,0.82,14.0,47.142857142857146,47.0,14.0,30.0,4.0,20.5,无（优）
2025-12-24,64,良,44.0,78.0,31.0,7.0,0.94,22.0,61.25,64.0,22.0,38.75,7.0,23.5,PM10
2025-12-25,64,良,46.0,75.0,28.0,5.0,0.85,27.0,63.75,62.5,27.0,35.0,5.0,21.25,PM2.5
2025-12-26,71,良,52.0,81.0,34.0,6.0,0.88,29.0,71.25,65.5,29.0,42.5,6.0,22.0,PM2.5
2025-12-27,84,良,62.0,83.0,32.0,6.0,1.09,25.0,83.75,66.5,25.0,40.0,6.0,27.250000000000004,PM2.5
2025-12-28,121,轻度污染,92.0,111.0,36.0,7.0,1.5,15.0,121.25,80.5,15.0,45.0,7.0,37.5,PM2.5
2025-12-29,131,轻度污染,100.0,115.0,33.0,6.0,1.62,22.0,131.25,82.5,22.0,41.25,6.0,40.5,PM2.5
2025-12-30,150,轻度污染,115.0,131.0,41.0,5.0,1.51,5.0,150.0,90.5,5.0,51.25,5.0,37.75,PM2.5
2025-12-31,62,良,45.0,51.0,17.0,4.0,0.75,64.0,62.5,50.5,64.0,21.25,4.0,18.75,O3
